3000 59607
509 1553 81470
509 1554 78660
509 1583 55520
509 1630 90490
509 1744 77050
509 1774 93040
509 1872 43290
509 1921 23770
509 1983 93270
509 1988 3040
509 2063 55520
509 2092 6760
509 2156 67700
509 2198 37810
509 2222 59970
509 2248 62070
509 2353 14640
509 2451 23780
509 2504 29470
509 2509 4670
509 2553 44840
509 2600 9170
509 2661 88270
509 2710 57950
509 2731 43950
509 2762 3340
509 2850 46130
509 2875 12320
509 2904 6450
510 511 15690
510 532 80470
510 543 42100
510 656 18440
510 668 7620
510 739 41470
510 741 48330
510 795 42560
510 819 17140
510 915 23150
510 962 550
510 1019 30660
510 1059 98830
510 1068 77680
510 1086 15150
510 1258 68400
510 1263 77570
510 1300 9830
510 1325 19170
510 1422 90500
510 1426 65940
510 1454 21830
510 1460 52820
510 1502 32400
510 1561 74710
510 1599 90110
510 1610 81570
510 1902 81110
510 1909 450
510 2153 39860
510 2381 68930
510 2514 64190
510 2658 60290
510 2682 85070
510 2723 60160
510 2773 54500
510 2944 89740
511 512 83320
511 616 38630
511 861 8480
511 862 52140
511 950 56140
511 1008 16150
511 1233 74380
511 1269 26230
511 1379 34320
511 1413 64230
511 1672 15350
511 1744 24820
511 1833 93870
511 1834 37690
511 2067 39190
511 2415 81140
511 2461 56140
511 2644 28310
511 2719 19050
511 2846 47230
511 2851 89670
511 2892 61410
511 2915 24280
511 2946 50440
511 2993 46760
512 513 99450
512 609 42240
512 611 5570
512 670 76460
512 685 56940
512 757 70690
512 842 99070
512 870 61140
512 874 17450
512 950 26290
512 1031 85280
512 1103 32330
512 1315 3570
512 1472 88840
512 1538 90210
512 1566 91220
512 1569 6430
512 1591 95910
512 1809 26630
512 1838 7840
512 1858 94120
512 1915 52910
512 2008 62250
512 2142 41390
512 2409 13380
512 2637 16030
512 2647 70870
512 2688 55110
512 2696 82210
512 2747 85530
512 2763 1300
512 2774 26760
512 2829 44780
512 2877 85800
512 2958 10410
512 2998 57800
513 514 60160
513 630 85470
513 644 17660
513 719 60200
513 787 11750
513 798 33770
513 846 62570
513 869 11880
513 875 53590
513 964 25560
513 1039 5150
513 1105 51770
513 1245 8600
513 1258 37160
513 1281 72180
513 1289 79890
513 1545 16180
513 1666 18400
513 1737 38980
513 1773 43180
513 1873 36860
513 1882 34090
513 1964 15580
513 1971 98340
513 2041 1190
513 2073 68880
513 2136 77900
513 2549 1140
513 2577 82540
513 2699 24380
513 2794 60510
513 2805 68230
513 2869 1050
513 2893 2350
514 515 83860
514 518 58670
514 524 67450
514 554 55450
514 565 28470
514 666 89030
514 758 51230
514 762 90530
514 792 54850
514 849 910
514 917 10660
514 979 13940
514 1007 32780
514 1049 86850
514 1118 13760
514 1120 72950
514 1195 16520
514 1312 76050
514 1344 26360
514 1372 18880
514 1417 7090
514 1468 33380
514 1550 88370
514 1591 12950
514 1612 6720
514 1649 22040
514 1719 94280
514 1724 21400
514 1750 57450
514 1752 44250
514 1783 13330
514 1857 3080
514 1895 57860
514 1980 22310
514 1990 5760
514 2041 98230
514 2049 57180
514 2076 22010
514 2150 23590
514 2164 66980
514 2260 78280
514 2292 50960
514 2354 38380
514 2395 65510
514 2615 3240
514 2620 52990
514 2654 18740
514 2673 52100
514 2885 84640
514 2890 10650
514 2989 21760
514 2999 41770
515 516 8360
515 562 4420
515 761 38190
515 873 68730
515 920 25250
515 923 62330
515 1062 87030
515 1081 39090
515 1139 16490
515 1172 38270
515 1294 29060
515 1430 29330
515 1643 55140
515 1691 24730
515 1709 27490
515 1712 79700
515 1768 4020
515 1821 35540
515 1846 16330
515 1871 34590
515 1997 11690
515 1998 5990
515 2026 15690
515 2083 9990
515 2145 93510
515 2163 89710
515 2181 92950
515 2203 34820
515 2217 98860
515 2246 21170
515 2381 24600
515 2475 24170
515 2505 14850
515 2581 18440
515 2622 27230
515 2659 31280
515 2670 21350
515 2689 7390
515 2724 58300
515 2767 76050
515 2774 72320
515 2792 96170
515 2841 66980
515 2920 35590
515 2971 54040
516 517 570
516 529 70050
516 592 37440
516 620 4500
516 679 55910
516 743 48430
516 773 54800
516 775 61170
516 1019 27500
516 1155 13300
516 1177 61360
516 1252 81340
516 1363 96770
516 1433 70110
516 1505 74040
516 1512 29130
516 1542 54750
516 1574 95580
516 1989 45210
516 1992 44230
516 2127 67540
516 2196 54180
516 2253 80810
516 2393 76280
516 2487 21360
516 2615 66240
516 2720 98180
516 2948 3120
517 518 22890
517 589 90340
517 684 35030
517 720 15450
517 753 17790
517 804 9370
517 832 44620
517 1123 21870
517 1189 92230
517 1216 3100
517 1257 2560
517 1283 2290
517 1339 96270
517 1407 91170
517 1434 89810
517 1441 21230
517 1446 9820
517 1620 77750
517 1686 63080
517 1688 51810
517 1830 44780
517 1859 8990
517 1866 85900
517 1974 1040
517 1982 26180
517 2181 81290
517 2303 19900
517 2342 76260
517 2552 75320
517 2586 78640
517 2718 2640
517 2800 1040
517 2817 21940
517 2826 9160
517 2857 80590
518 519 16460
518 561 94830
518 589 1750
518 730 89230
518 894 24870
518 910 11010
518 978 17020
518 982 96010
518 1012 19490
518 1125 99440
518 1135 83150
518 1221 76490
518 1222 60700
518 1284 16890
518 1334 86080
518 1362 26950
518 1377 73610
518 1503 64200
518 1591 95480
518 1648 410
518 1649 26520
518 1747 65550
518 1752 70450
518 1776 95470
518 1965 21810
518 2027 75100
518 2055 80180
518 2147 17890
518 2352 5230
518 2410 93980
518 2493 23010
518 2545 47190
518 2553 23560
518 2655 160
518 2764 2670
518 2837 52350
518 2880 24610
518 2909 19630
519 520 56860
519 688 73650
519 750 45610
519 1163 64450
519 1176 65660
519 1263 12670
519 1356 1640
519 1520 10470
519 1682 76010
519 1782 14150
519 1881 6660
519 1897 6650
519 1906 91780
519 1925 30050
519 1938 55830
519 2167 34140
519 2283 4370
519 2296 38840
519 2309 7840
519 2396 82500
519 2589 93720
519 2592 86710
519 2718 17660
519 2836 58700
520 521 95300
520 828 18890
520 1063 55160
520 1170 17300
520 1263 10670
520 1615 14030
520 1681 42620
520 1921 14030
520 1960 23120
520 1995 42560
520 1999 27350
520 2034 41410
520 2132 50890
520 2143 64970
520 2183 70240
520 2277 270
520 2288 66420
520 2290 36460
520 2347 67970
520 2395 53650
520 2606 24150
520 2616 40080
520 2665 49590
520 2693 7460
520 2948 7510
520 2953 15570
520 2956 7200
521 522 58070
521 708 81180
521 724 8790
521 892 62960
521 953 6370
521 1042 68890
521 1295 69250
521 1402 1420
521 1579 5660
521 1672 18240
521 1779 62390
521 1882 67510
521 1933 74170
521 2071 78750
521 2095 52600
521 2111 18020
521 2176 40260
521 2289 76330
521 2343 22960
521 2399 27450
521 2477 15310
521 2554 49060
521 2686 72310
521 2791 16660
521 2835 16760
521 2899 40120
522 523 24030
522 667 20650
522 674 29640
522 839 30000
522 1021 62790
522 1060 9150
522 1304 86740
522 1358 58330
522 1387 34240
522 1479 24570
522 1526 10530
522 1539 22370
522 1636 7490
522 1884 79540
522 1906 49130
522 2071 97310
522 2093 68030
522 2104 16480
522 2140 33770
522 2157 64430
522 2208 57290
522 2286 90010
522 2308 81100
522 2485 57020
522 2509 14080
522 2559 29020
522 2616 42600
522 2694 15290
522 2730 14520
522 2770 1400
522 2820 53390
522 2878 51350
523 524 1880
523 661 65630
523 685 660
523 735 32570
523 812 47010
523 950 10670
523 990 22540
523 1089 44750
523 1114 71830
523 1132 670
523 1147 15550
523 1149 79960
523 1177 8750
523 1291 59410
523 1346 68540
523 1396 72490
523 1466 55150
523 1484 13500
523 1544 50870
523 1636 15650
523 1679 57880
523 1878 92990
523 1886 30210
523 2047 83410
523 2071 68420
523 2111 54440
523 2131 40690
523 2277 15640
523 2396 10590
523 2420 99600
523 2448 55620
523 2475 8430
523 2510 17000
523 2558 65790
523 2599 61340
523 2601 39770
523 2646 12270
523 2740 83940
523 2799 12800
523 2806 85300
523 2895 58600
523 2969 35600
524 525 50
524 717 83970
524 721 3620
524 974 69930
524 1005 61220
524 1164 33010
524 1264 47790
524 1285 17260
524 1343 85130
524 1424 18990
524 1495 98330
524 1587 22970
524 1616 32000
524 1622 80810
524 1654 77120
524 1815 67960
524 1857 8840
524 1890 65480
524 1897 2290
524 1911 54840
524 1921 33700
524 1942 26550
524 2053 65840
524 2110 42200
524 2122 10530
524 2629 90710
524 2686 15720
524 2770 26900
524 2808 98110
524 2941 4700
525 526 59760
525 758 43320
525 818 54320
525 858 24930
525 879 63230
525 892 64660
525 979 13120
525 1004 52730
525 1022 27200
525 1230 35240
525 1259 62830
525 1352 80380
525 1394 81660
525 1400 7280
525 1452 11350
525 1470 76550
525 1542 71470
525 1547 74900
525 1548 87060
525 1621 91650
525 1696 66810
525 1748 26150
525 1750 80250
525 1755 90500
525 1768 62230
525 1847 11450
525 2008 21140
525 2052 66240
525 2081 60190
525 2105 25440
525 2116 76190
525 2118 91470
525 2126 16500
525 2271 72010
525 2278 12210
525 2402 94440
525 2685 47240
525 2731 98680
525 2787 85780
525 2848 53640
525 2971 33710
526 527 34870
526 548 70690
526 755 46070
526 796 89890
526 805 850
526 856 91950
526 914 87300
526 988 60010
526 1186 74680
526 1390 96690
526 1440 31880
526 1525 20190
526 1642 15150
526 1659 39050
526 1715 5710
526 1716 34730
526 1886 17080
526 1958 6850
526 1963 35780
526 2005 21440
526 2021 69650
526 2023 27890
526 2047 42530
526 2087 7730
526 2097 3120
526 2195 58760
526 2239 32750
526 2255 80840
526 2336 24480
526 2342 20300
526 2476 61170
526 2484 67110
526 2568 84640
526 2599 92170
526 2641 98200
526 2663 81850
526 2694 75140
526 2714 5870
527 528 88460
527 549 3390
527 575 75460
527 600 48330
527 651 36970
527 670 39600
527 768 41720
527 781 96300
527 882 25350
527 899 95080
527 1031 5960
527 1147 27910
527 1258 97270
527 1327 72070
527 1376 92900
527 1401 61030
527 1412 34450
527 1437 4330
527 1454 46420
527 1578 46230
527 1808 40810
527 1901 31410
527 1912 7430
527 1922 86140
527 2034 75360
527 2238 270
527 2242 74430
527 2330 56780
527 2375 8590
527 2416 80140
527 2616 86230
527 2721 64250
527 2736 76390
527 2759 98690
527 2809 51010
527 2851 10050
527 2853 50250
527 2991 16430
528 529 29830
528 550 990
528 644 90000
528 819 20760
528 833 25070
528 850 4970
528 910 12750
528 971 34090
528 972 64550
528 1237 30570
528 1304 7750
528 1333 99740
528 1439 6540
528 1469 4520
528 1488 91140
528 1552 15540
528 1589 51200
528 1594 3260
528 1607 49250
528 1659 96000
528 1668 6780
528 1855 41090
528 2273 11730
528 2403 36980
528 2455 87260
528 2467 59100
528 2527 18050
528 2597 38240
528 2637 35740
528 2733 91850
528 2835 58820
529 530 24640
529 559 23930
529 619 22240
529 680 30400
529 694 98100
529 890 46480
529 1018 62020
529 1053 37740
529 1062 41430
529 1220 19490
529 1357 54750
529 1442 20840
529 1848 53770
529 1938 13910
529 1987 37500
529 2037 5150
529 2216 34790
529 2227 2450
529 2288 31000
529 2297 87950
529 2391 98300
529 2429 20730
529 2692 66870
529 2736 21620
529 2827 17170
529 2911 31940
529 2924 73430
530 531 1040
530 547 54300
530 623 12290
530 807 120
530 938 8840
530 957 19660
530 989 15120
530 1137 23950
530 1210 9450
530 1315 51760
530 1341 57110
530 1377 24360
530 1618 17390
530 1679 45820
530 1691 54090
530 1723 90180
530 1835 16480
530 1854 52040
530 1896 75840
530 1982 60820
530 2018 88280
530 2045 78560
530 2071 47990
530 2146 45110
530 2204 48820
530 2212 46120
530 2329 24340
530 2416 35930
530 2471 49840
530 2572 35890
530 2590 1510
530 2868 33250
531 532 76870
531 708 67460
531 793 96710
531 797 96230
531 1166 1380
531 1308 99280
531 1322 24710
531 1328 88710
531 1398 43380
531 1435 82410
531 1476 12360
531 1496 58370
531 1501 86920
531 1507 74460
531 1564 88040
531 1577 16320
531 1611 29830
531 1634 65550
531 1680 14380
531 1685 4100
531 1725 6700
531 1743 4090
531 1809 51110
531 1995 7430
531 2222 42970
531 2232 77310
531 2254 84040
531 2268 87860
531 2384 95250
531 2387 99000
531 2405 18980
531 2450 19460
531 2561 10540
531 2770 34850
531 2862 39750
532 533 39830
532 562 65940
532 623 31410
532 792 69290
532 800 82210
532 1029 69370
532 1081 67670
532 1124 900
532 1136 8130
532 1171 13450
532 1293 20940
532 1344 17240
532 1387 41960
532 1437 92830
532 1471 95380
532 1483 26560
532 1525 93400
532 1551 93990
532 1577 19000
532 1678 30750
532 1751 77520
532 1792 15160
532 1793 910
532 1991 37120
532 2036 770
532 2077 15940
532 2101 940
532 2216 64730
532 2286 4270
532 2624 70450
532 2664 51700
532 2758 21510
532 2833 22470
532 2904 51850
533 534 89860
533 545 88420
533 551 86740
533 566 56900
533 591 9650
533 786 85330
533 838 620
533 948 51820
533 1043 53200
533 1156 98450
533 1199 56520
533 1390 63800
533 1529 6560
533 1660 75410
533 1676 33670
533 1709 88160
533 1723 49990
533 1772 22680
533 1774 44360
533 1887 57030
533 1928 30480
533 2000 47370
533 2194 10350
533 2259 9420
533 2312 51390
533 2353 98820
533 2439 28260
533 2444 61900
533 2480 44890
533 2541 9520
533 2675 77870
533 2694 23230
533 2829 23520
533 2990 2880
533 2991 1290
534 535 53980
534 557 52250
534 569 34890
534 577 75380
534 632 73400
534 685 54960
534 746 1420
534 788 59290
534 902 50890
534 935 63140
534 967 94310
534 1053 20960
534 1099 35860
534 1160 25330
534 1187 27490
534 1209 45930
534 1289 19730
534 1327 21470
534 1346 67750
534 1420 67460
534 1435 12660
534 1452 58860
534 1509 57810
534 1585 84540
534 1641 480
534 1655 26550
534 1928 58300
534 1968 64680
534 2023 78670
534 2024 26640
534 2260 56490
534 2363 61610
534 2540 42640
534 2787 52980
535 536 59430
535 562 11120
535 567 14410
535 608 40470
535 695 21850
535 902 38430
535 1034 90900
535 1043 50560
535 1144 26830
535 1168 98640
535 1177 38860
535 1242 55220
535 1263 50580
535 1358 24390
535 1397 55480
535 1577 41940
535 1632 24280
535 1719 26480
535 1848 21250
535 1943 33210
535 2076 1580
535 2112 83860
535 2197 95280
535 2225 44050
535 2310 28620
535 2328 12740
535 2417 6830
535 2422 12590
536 537 14810
536 630 65070
536 667 62730
536 748 18240
536 767 33820
536 870 82220
536 1075 60820
536 1095 89530
536 1266 83280
536 1443 88630
536 1647 33080
536 1695 76300
536 1767 71010
536 1898 74110
536 1916 11960
536 2069 15080
536 2110 55530
536 2116 87170
536 2139 63020
536 2162 91340
536 2259 40740
536 2287 35150
536 2317 93480
536 2402 15160
536 2471 2690
536 2506 1350
536 2524 22960
536 2637 24650
536 2642 5990
536 2657 43830
536 2770 92460
536 2839 96130
536 2870 31650
536 2883 62400
537 538 58810
537 581 74520
537 696 31830
537 826 12900
537 1057 47700
537 1083 52920
537 1129 6540
537 1137 3790
537 1229 31360
537 1703 17970
537 1816 34620
537 1922 14670
537 1953 26040
537 2011 88820
537 2031 57780
537 2105 74740
537 2115 44840
537 2340 61400
537 2369 42430
537 2373 54610
537 2517 96970
537 2519 66430
537 2591 52710
537 2604 31870
537 2657 23240
537 2695 98980
537 2697 49050
537 2875 330
537 2913 72720
537 2926 12090
537 2992 75520
538 539 10160
538 546 78020
538 579 71950
538 704 2900
538 806 92810
538 834 1680
538 893 29980
538 927 24810
538 1041 17170
538 1081 6440
538 1094 28130
538 1183 93990
538 1321 62520
538 1447 81850
538 1485 77850
538 1489 86750
538 1524 36870
538 1539 41740
538 1552 24470
538 1556 72120
538 1602 97970
538 1941 89580
538 2048 99110
538 2110 36550
538 2155 92890
538 2203 86730
538 2244 58330
538 2257 35140
538 2305 78060
538 2320 18690
538 2507 65590
538 2572 54970
538 2775 8750
538 2901 98460
538 2917 71310
539 540 22380
539 606 7260
539 666 84550
539 811 75620
539 885 60620
539 984 77290
539 1025 17100
539 1055 52090
539 1209 16470
539 1302 70310
539 1432 44940
539 1493 56940
539 1661 99790
539 1681 1760
539 1693 3260
539 1700 7550
539 1780 6590
539 1821 8110
539 1882 79930
539 1895 18130
539 1957 18020
539 1994 65250
539 2006 24080
539 2088 22880
539 2109 85490
539 2257 79820
539 2300 35430
539 2319 79190
539 2350 58210
539 2410 36500
539 2428 63610
539 2506 1860
539 2515 50830
539 2631 7860
539 2831 5210
539 2875 72340
539 2942 45250
540 541 45160
540 542 16980
540 690 24980
540 775 29240
540 789 87270
540 972 42200
540 1145 63940
540 1188 64320
540 1207 66590
540 1253 70940
540 1262 60130
540 1291 88140
540 1308 10110
540 1539 75760
540 1627 54550
540 1803 8230
540 1835 81840
540 1914 55290
540 2061 7250
540 2065 52460
540 2197 88950
540 2292 13970
540 2308 9540
540 2975 92780
541 542 22820
541 554 84940
541 610 18380
541 744 57630
541 1373 29690
541 1614 7980
541 1675 23340
541 1744 58980
541 1801 79740
541 1951 92650
541 2023 36470
541 2034 6290
541 2086 46590
541 2090 25420
541 2297 57400
541 2327 86280
541 2354 25120
541 2374 53830
541 2391 98700
541 2418 17390
541 2474 2140
541 2495 85160
541 2715 8370
541 2851 85600
541 2880 8150
541 2919 20130
542 543 97640
542 623 38730
542 695 73210
542 856 10920
542 940 53350
542 945 97590
542 979 27760
542 981 11350
542 1059 43640
542 1063 3270
542 1161 92980
542 1264 45140
542 1329 11690
542 1396 12120
542 1406 41200
542 1438 11700
542 1491 91070
542 1538 97800
542 1663 53090
542 1720 45180
542 1736 10470
542 1768 53140
542 1807 63990
542 1844 60390
542 2023 7970
542 2038 67960
542 2094 94780
542 2323 78280
542 2389 79850
542 2416 65090
542 2565 6170
542 2653 26820
542 2720 87240
542 2762 36750
542 2790 85330
542 2852 8970
542 2932 76440
543 544 95820
543 869 27870
543 933 70870
543 986 86020
543 1013 590
543 1223 51000
543 1292 49480
543 1303 56080
543 1387 29110
543 1449 13110
543 1496 9230
543 1547 18280
543 1838 35080
543 1929 72020
543 2115 57720
543 2129 33080
543 2149 8560
543 2299 97590
543 2425 16680
543 2466 76100
543 2528 14910
543 2552 56370
543 2573 4880
543 2603 42380
543 2621 13890
543 2773 69290
544 545 80420
544 576 22200
544 607 16460
544 746 86360
544 961 60010
544 982 20760
544 989 69880
544 995 52640
544 1012 27110
544 1094 67630
544 1095 2030
544 1121 93100
544 1182 9500
544 1224 24380
544 1349 55870
544 1461 28890
544 1585 60910
544 1704 50460
544 1967 41110
544 2079 90420
544 2174 73550
544 2218 96990
544 2249 38590
544 2253 91860
544 2422 24590
544 2444 97510
544 2455 6770
544 2493 24940
544 2499 80610
544 2533 29960
544 2609 170
544 2697 23400
544 2750 84960
544 2757 48390
545 546 93010
545 789 44220
545 919 43000
545 948 5830
545 1021 10780
545 1169 66970
545 1194 55850
545 1317 1560
545 1333 97760
545 1399 26920
545 1455 23200
545 1470 79240
545 1498 40160
545 1695 3800
545 1810 91760
545 1817 68040
545 1838 70320
545 1928 85460
545 1940 22200
545 1952 27820
545 2026 10950
545 2041 76780
545 2104 17360
545 2353 81460
545 2410 33460
545 2496 75190
545 2737 91060
545 2743 3440
545 2774 21690
545 2924 63490
545 2994 42280
546 547 85230
546 668 35730
546 1130 91850
546 1135 31120
546 1452 81960
546 1454 37300
546 1490 58020
546 1856 45920
546 1897 88210
546 1985 30130
546 2072 22670
546 2218 400
546 2397 56710
546 2474 87780
546 2534 84880
546 2625 18280
546 2757 30
547 548 24590
547 653 27440
547 704 37390
547 746 30410
547 775 71050
547 858 9770
547 1163 16390
547 1353 96550
547 1384 44010
547 1535 69700
547 1696 46400
547 1728 98170
547 1900 22100
547 1928 25880
547 1937 11350
547 2090 53970
547 2200 64500
547 2297 91310
547 2367 62270
547 2454 46060
547 2505 46660
547 2512 25420
547 2554 3070
547 2612 47070
547 2636 60500
547 2648 15500
547 2712 59570
547 2801 42720
547 2980 65750
548 549 55400
548 813 39910
548 848 18290
548 1008 2600
548 1059 3700
548 1143 36400
548 1185 38710
548 1202 99320
548 1227 61190
548 1365 60630
548 1398 59330
548 1604 88080
548 1614 87200
548 1760 46400
548 1797 58430
548 1820 38630
548 1853 2730
548 1863 42240
548 2016 21100
548 2110 47590
548 2163 10760
548 2216 87770
548 2255 35010
548 2328 73570
548 2383 69720
548 2408 17910
548 2413 6150
548 2416 18900
548 2425 91700
548 2522 7700
548 2569 36080
548 2593 14420
548 2664 61580
548 2866 63320
548 2978 48130
549 550 96780
549 598 48030
549 628 38390
549 637 61650
549 706 7740
549 732 10790
549 741 50950
549 784 50680
549 823 82500
549 827 960
549 854 72250
549 858 61620
549 932 23770
549 1011 21280
549 1125 16610
549 1352 72460
549 1422 72390
549 1509 85620
549 1558 64010
549 1683 96160
549 1706 15160
549 1707 72240
549 1730 9250
549 1862 9040
549 2074 70080
549 2091 7150
549 2144 4250
549 2183 21800
549 2220 63810
549 2281 94960
549 2323 76510
549 2403 6230
549 2979 23850
550 551 70930
550 572 90910
550 929 24620
550 952 3550
550 953 43580
550 984 30200
550 995 40260
550 997 66350
550 1379 84010
550 1399 41330
550 1470 25510
550 1529 26280
550 1550 41640
550 1699 1840
550 1767 43400
550 1834 16480
550 1877 97730
550 1898 56980
550 1900 22710
550 1925 69010
550 1964 67810
550 1975 90800
550 1992 80970
550 1996 56290
550 2042 25990
550 2074 18650
550 2199 41830
550 2228 37060
550 2433 78840
550 2478 57000
550 2500 17020
550 2508 48970
550 2594 28500
550 2740 34670
550 2770 40300
550 2781 47150
550 2866 4920
550 2984 80070
551 552 13450
551 682 65150
551 692 55450
551 714 70560
551 724 48270
551 831 12190
551 916 90400
551 935 54600
551 976 27160
551 987 42780
551 1012 34600
551 1024 64880
551 1071 10690
551 1073 64120
551 1094 40620
551 1198 44810
551 1269 93720
551 1277 17670
551 1397 46780
551 1447 82940
551 1485 3920
551 1687 3080
551 1711 950
551 1778 92480
551 1868 63080
551 2132 33320
551 2139 89600
551 2177 41870
551 2178 71210
551 2233 24380
551 2373 56570
551 2602 56590
551 2624 39910
551 2633 71350
551 2868 66700
551 2937 88360
551 2982 13130
552 553 77570
552 555 49350
552 616 85440
552 644 47410
552 773 44350
552 792 7770
552 858 20600
552 865 79030
552 906 24300
552 907 88420
552 923 83350
552 958 6100
552 1016 55270
552 1188 71620
552 1210 57260
552 1250 66300
552 1295 5900
552 1309 16680
552 1396 56770
552 1400 32360
552 1656 51650
552 1708 79300
552 1805 44940
552 1965 42200
552 1979 36030
552 2025 83270
552 2153 55190
552 2166 49170
552 2313 76950
552 2418 47790
552 2478 83160
552 2494 5150
552 2514 86230
552 2559 91320
552 2664 31410
552 2707 7250
552 2809 69820
552 2925 43250
552 2935 20010
552 2963 32590
552 2987 23280
553 554 57170
553 704 8120
553 720 20080
553 847 90990
553 885 36670
553 907 13460
553 1288 22840
553 1367 14540
553 1515 26510
553 1622 53600
553 1627 41240
553 1694 4860
553 1763 10860
553 1856 67290
553 1872 53220
553 1936 98800
553 1949 87090
553 2085 78220
553 2101 96470
553 2244 62610
553 2435 74970
553 2570 6510
553 2766 73920
553 2816 360
553 2861 65990
553 2887 49150
553 2985 40160
554 555 280
554 837 1930
554 840 69100
554 903 28880
554 906 6980
554 956 8160
554 973 96120
554 1015 28780
554 1049 30920
554 1094 6740
554 1134 50530
554 1360 32910
554 1505 27120
554 1748 74140
554 1782 79440
554 1807 17740
554 1855 33060
554 1893 65750
554 1997 300
554 2029 86250
554 2082 54370
554 2127 780
554 2160 710
554 2296 25300
554 2308 48560
554 2364 11640
554 2539 54230
554 2636 26380
554 2660 15480
554 2761 6410
554 2813 2410
554 2841 78100
554 2871 27560
554 2931 1990
554 2941 6730
554 2988 53680
554 2993 7750
555 556 19330
555 562 27440
555 761 74180
555 888 3680
555 906 65920
555 1053 48180
555 1145 19860
555 1234 65180
555 1318 98700
555 1423 87360
555 1472 40810
555 1531 31570
555 1688 12980
555 1749 87610
555 1933 52970
555 1969 81530
555 1986 74790
555 2138 47600
555 2153 45950
555 2244 96780
555 2302 11030
555 2354 99180
555 2355 76140
555 2465 85430
555 2476 86850
555 2690 59840
555 2754 60470
555 2767 22510
555 2897 20240
555 2994 9620
556 557 14830
556 641 2820
556 642 17200
556 663 47840
556 733 21940
556 865 92520
556 1095 48640
556 1245 18700
556 1390 75830
556 1617 36340
556 1642 87210
556 1799 48730
556 1807 27480
556 1956 16260
556 1996 82360
556 2246 46510
556 2306 4720
556 2417 7110
556 2419 86310
556 2492 21740
556 2547 49710
556 2582 9390
556 2593 28060
556 2815 74140
556 2839 17270
557 558 81520
557 612 51700
557 735 76440
557 772 17200
557 953 19080
557 1040 86380
557 1189 5580
557 1305 27280
557 1390 80140
557 1408 24640
557 1457 51460
557 1520 25030
557 1524 94880
557 1535 52180
557 1557 7700
557 1605 43120
557 1638 18860
557 1766 41790
557 1767 64920
557 1852 95510
557 1910 35470
557 1936 96020
557 2117 70850
557 2122 31910
557 2179 27910
557 2203 23540
557 2296 26960
557 2413 63770
557 2428 68440
557 2455 90280
557 2497 27090
557 2514 56720
557 2587 30520
557 2665 22230
557 2917 69360
557 2930 23670
557 2948 55030
558 559 88190
558 582 61850
558 600 86880
558 618 73110
558 723 42430
558 770 8140
558 927 62090
558 972 72120
558 1113 35970
558 1142 71140
558 1180 98690
558 1271 76410
558 1281 99020
558 1411 77670
558 1439 31630
558 1503 70300
558 1589 84520
558 1663 87840
558 1690 14590
558 1944 13920
558 1988 49410
558 2038 31460
558 2058 12760
558 2070 1220
558 2337 3840
558 2346 65990
558 2386 51900
558 2423 99130
558 2546 63190
558 2771 22480
558 2785 26050
558 2943 8390
559 560 14600
559 566 48280
559 592 80160
559 624 74760
559 647 80320
559 719 43590
559 728 33250
559 930 26430
559 1005 60480
559 1146 9480
559 1153 65910
559 1251 64400
559 1326 94070
559 1369 19730
559 1393 6480
559 1398 41680
559 1458 46880
559 1658 35820
559 1751 74950
559 1822 89940
559 1843 93550
559 1999 90690
559 2031 79050
559 2108 35360
559 2130 94650
559 2265 37650
559 2310 9330
559 2312 21920
559 2444 95070
559 2784 63530
559 2870 90560
559 2900 15120
559 2989 5990
560 561 76730
560 580 84110
560 586 13550
560 616 45050
560 670 32310
560 876 78940
560 1022 21620
560 1051 48990
560 1056 68790
560 1164 22960
560 1169 80020
560 1305 76490
560 1375 71610
560 1403 94450
560 1582 82080
560 1657 41560
560 1725 66340
560 1789 45550
560 1880 3950
560 1919 10360
560 2046 17890
560 2059 10510
560 2253 93400
560 2381 81920
560 2383 43220
560 2384 5150
560 2438 60110
560 2475 2300
560 2672 43910
560 2708 10990
560 2750 57790
561 562 5010
561 596 27200
561 618 43900
561 657 82080
561 759 46640
561 919 22310
561 969 8440
561 987 42620
561 1009 15640
561 1046 8990
561 1061 33430
561 1072 12410
561 1124 200
561 1138 57440
561 1173 62560
561 1189 85320
561 1383 85120
561 1484 63230
561 1542 97040
561 1570 25030
561 1665 19540
561 1687 23620
561 1735 68590
561 1863 46490
561 2029 28450
561 2064 95790
561 2436 50
561 2464 57880
561 2711 94030
561 2720 1250
561 2737 54620
561 2916 50520
561 2991 10480
562 563 21080
562 613 77450
562 788 52820
562 861 65470
562 874 88380
562 897 32030
562 928 54710
562 1018 3650
562 1022 26840
562 1078 13340
562 1152 54450
562 1157 36860
562 1194 88530
562 1201 86370
562 1288 14770
562 1296 83610
562 1312 12890
562 1416 76740
562 1468 11460
562 1513 24850
562 1637 78120
562 1735 8830
562 1774 87260
562 1845 36610
562 1894 27840
562 1933 12330
562 2210 88540
562 2267 73010
562 2283 80290
562 2363 12230
562 2469 1740
562 2471 97730
562 2502 96530
562 2535 12070
562 2594 62090
562 2633 36990
562 2637 53690
562 2767 54840
562 2868 60800
562 2961 48820
563 564 18460
563 719 6560
563 817 25920
563 868 12030
563 915 75080
563 934 58870
563 1101 11720
563 1186 23590
563 1248 64890
563 1736 26780
563 1816 29120
563 1908 17290
563 1933 91250
563 2075 25110
563 2080 83960
563 2128 12350
