10000 99910
316 1285 14960
316 1583 26880
316 1652 43530
316 2011 77530
316 2868 18920
316 4802 59750
316 4866 300
316 5691 94520
316 5703 68970
316 6477 47910
316 7690 51700
316 7897 85170
316 8823 20770
316 9325 57530
317 318 50070
317 1279 58280
317 1595 51690
317 1714 39900
317 2986 64920
317 3574 44830
317 4170 78620
317 4448 25250
317 4480 45400
317 5118 41280
317 5687 41090
317 6070 67450
317 6102 32780
317 6582 36630
317 6642 73920
317 6651 53270
317 6769 96020
317 7161 5190
317 7625 49700
317 8418 1960
317 8972 20060
318 319 33430
318 419 71740
318 1380 72290
318 2363 69640
318 2898 42140
318 4506 14510
318 4812 14900
318 5355 27120
318 5963 41040
318 6470 49040
318 6493 75890
318 6936 11780
318 7204 36120
318 7447 21570
318 8008 54330
318 8313 94470
318 9725 96270
318 9836 46290
319 320 86660
319 358 75320
319 1854 640
319 2012 3060
319 2051 77750
319 2201 5090
319 2619 29290
319 3071 88690
319 3323 72080
319 3404 8610
319 3594 74210
319 4000 41330
319 4010 6040
319 4501 33270
319 4662 54460
319 4879 26980
319 4998 21520
319 5132 90130
319 7075 34720
319 8399 7120
319 8422 1150
319 8753 33650
319 8895 34360
319 8918 17790
319 9549 18580
319 9559 13350
319 9626 29760
319 9708 1130
319 9903 6120
319 9983 70720
320 321 73250
320 499 54070
320 1006 98890
320 1456 75190
320 1916 23910
320 2227 38200
320 3586 40060
320 3606 51270
320 4194 94790
320 4773 11760
320 5554 32930
320 6129 12650
320 6864 32570
320 7732 3390
320 9222 15870
320 9291 21180
320 9510 91850
321 322 57050
321 331 38880
321 366 50810
321 1360 22530
321 1722 44360
321 2185 92900
321 3129 50330
321 4554 31190
321 5295 4830
321 5761 76440
321 6670 12700
321 7480 36210
321 7980 6290
321 8282 55560
321 8969 33970
321 9776 27490
322 323 76600
322 749 1490
322 844 27280
322 1048 58630
322 2015 16070
322 2102 28110
322 2105 8360
322 2111 69810
322 2187 23150
322 2816 32220
322 3112 17300
322 4260 98910
322 5255 43140
322 6361 39050
322 6953 59220
322 7048 92730
322 7099 23590
322 7585 56190
322 7760 18730
322 8091 64490
322 8145 50870
322 8348 2780
322 8485 72600
322 9303 70570
323 324 69860
323 375 57070
323 778 1750
323 828 60300
323 870 35730
323 966 23630
323 1243 65840
323 1578 10620
323 1785 49110
323 2178 76780
323 2182 6430
323 2581 16180
323 2614 36070
323 3818 11250
323 4026 46730
323 4189 28650
323 4438 95140
323 4797 20120
323 6302 31150
323 6690 78570
323 7637 49000
323 8499 75650
324 325 6610
324 886 63030
324 1059 35730
324 1153 64790
324 1393 11280
324 1715 38560
324 1785 59710
324 1820 17830
324 1840 56830
324 1881 6800
324 1943 82920
324 2027 15850
324 2042 76660
324 2134 56640
324 2223 240
324 2542 29270
324 3070 97140
324 3338 75840
324 4825 840
324 5243 49740
324 5599 45640
324 5638 39170
324 5677 18260
324 8321 3070
324 9967 19270
325 326 28250
325 342 80530
325 417 3560
325 867 88570
325 1402 62310
325 1465 23610
325 2107 52750
325 2510 22260
325 2767 13580
325 2902 8650
325 2927 54240
325 3080 39430
325 3985 36510
325 4113 46700
325 4499 75130
325 4892 82040
325 5513 57260
325 5594 46730
325 5732 60080
325 6675 57160
325 7935 87500
325 8158 11810
325 8976 36250
325 9323 14740
325 9415 19980
326 327 52970
326 349 140
326 954 34050
326 1334 26290
326 1685 85730
326 2062 31330
326 2927 53400
326 2929 86850
326 3696 18600
326 3702 54180
326 4456 43490
326 5301 63050
326 5580 26340
326 5633 2960
326 5876 21440
326 6160 4640
326 6216 67990
326 6249 3610
326 6339 15990
326 6935 34650
326 7615 23810
326 8285 51050
326 8553 84720
326 8576 2940
326 8617 51580
326 8716 91640
326 8734 6650
326 9131 60960
326 9398 90120
327 328 37440
327 1357 14810
327 2314 9530
327 2381 61080
327 3353 10230
327 4180 48640
327 5498 87110
327 5631 79660
327 5864 20120
327 6284 63670
327 6566 5520
327 7308 56960
327 7738 60460
327 8189 8520
327 8330 61200
327 9098 50140
327 9413 45150
328 329 16010
328 861 4170
328 1888 91380
328 1930 88580
328 2304 39590
328 3650 54850
328 4979 48460
328 5278 27550
328 5601 96700
328 5702 980
328 5774 43560
328 5873 59140
328 6314 99690
328 6857 97200
328 6892 69710
328 6922 21610
328 7449 24770
328 7842 77630
328 8566 57700
328 9549 23220
329 330 4140
329 1438 23040
329 1801 68600
329 1910 45460
329 2084 62610
329 2696 36270
329 2795 15010
329 3073 4040
329 3116 30930
329 3504 39230
329 4253 3330
329 5541 49860
329 5687 23670
329 5758 87860
329 6193 79710
329 7443 68810
329 9196 23740
329 9484 86430
330 331 38130
330 651 16260
330 719 8320
330 771 64660
330 870 85560
330 1314 57760
330 1355 22640
330 1610 24300
330 1748 25040
330 1758 7920
330 2032 40220
330 2067 57070
330 2224 38840
330 3550 11750
330 4771 26700
330 5270 67010
330 5424 78080
330 5486 27250
330 5655 33290
330 7469 53020
330 7643 680
330 7657 9230
330 7718 60760
330 8104 30130
330 9412 78050
330 9691 89760
331 332 38960
331 1499 52140
331 2078 71230
331 2278 6220
331 2364 51140
331 3818 31940
331 4207 59600
331 5027 68290
331 5358 86120
331 6793 49760
331 7758 38770
331 8678 84520
331 9010 74320
331 9268 43670
331 9489 70950
331 9748 53110
332 333 12260
332 775 27210
332 2219 78650
332 2486 5340
332 3238 14450
332 3241 39740
332 3669 36320
332 4536 53510
332 5748 66880
332 6706 72310
332 7362 66390
332 7431 4930
332 7453 74500
332 8456 96520
332 8899 65790
332 9398 58500
332 9416 36710
332 9568 53820
332 9939 80860
333 334 150
333 601 57520
333 884 28680
333 1491 31830
333 1931 18440
333 2337 18800
333 2935 4040
333 2953 11920
333 3001 41400
333 3682 21130
333 5361 89220
333 5767 95090
333 6406 59970
333 6766 13480
333 7251 3720
333 7478 28680
333 8349 61550
333 8566 95330
333 8670 13590
333 9025 33310
334 335 9260
334 1423 86220
334 1621 47630
334 1967 88330
334 2504 58190
334 2506 52690
334 2544 87090
334 2554 46660
334 3317 8280
334 3750 50050
334 3804 60790
334 3993 46710
334 4542 10160
334 5235 10130
334 5435 35910
334 5529 2770
334 5923 46330
334 5995 17060
334 6046 93060
334 6899 26450
334 7235 61580
334 7830 54780
334 8319 5920
334 9021 45670
334 9384 86160
334 9488 14520
335 336 28340
335 440 3680
335 1062 56370
335 1091 36910
335 1168 43430
335 1474 69220
335 1661 52210
335 2510 5480
335 2637 28990
335 2740 52060
335 3022 9160
335 4727 34560
335 4869 77400
335 6107 24420
335 7505 91730
335 7920 62090
335 8064 34660
335 8495 63180
335 8929 6470
335 9568 25570
336 337 56370
336 347 90150
336 700 26250
336 793 58560
336 1632 67320
336 2164 26390
336 2496 2790
336 2632 96730
336 2886 70550
336 3079 75880
336 4346 53820
336 4411 100000
336 4518 62250
336 6769 47840
336 6911 99110
336 7211 84510
336 7314 38770
336 8330 25040
336 8695 4950
336 9130 4370
337 338 57780
337 1893 4170
337 2315 92550
337 2644 26120
337 3879 74200
337 4056 19870
337 5447 24130
337 5541 18930
337 5714 15050
337 6342 27870
337 6504 83500
337 6584 86890
337 6689 7860
337 7195 17330
337 7914 89280
337 9277 20050
337 9725 5130
337 9912 37680
338 339 81630
338 371 22770
338 403 4950
338 764 2720
338 854 1760
338 882 49010
338 948 49040
338 1168 6040
338 1559 54460
338 4141 45780
338 4234 88290
338 4303 30600
338 4519 87160
338 4793 99730
338 4820 20700
338 4852 43940
338 4958 25920
338 6081 100000
338 6202 81710
338 6527 67280
338 6612 40370
338 6671 31220
338 8160 36220
338 8318 26670
338 8981 9540
338 9257 5080
338 9526 62410
338 9760 1120
339 340 18890
339 360 3350
339 1038 95590
339 1108 51050
339 1318 28080
339 1723 3370
339 2332 47170
339 2711 13090
339 3193 94570
339 3527 84790
339 4089 44890
339 4473 48700
339 4690 60800
339 4960 28260
339 5356 43580
339 6274 10200
339 7885 63210
339 8122 16980
339 8136 64900
339 8402 81570
339 8431 97250
339 8594 20820
339 9619 52790
339 9751 83620
340 341 61090
340 711 79910
340 820 85970
340 1022 53460
340 2011 23360
340 2672 83150
340 2707 620
340 3187 76650
340 3293 18150
340 5811 46590
340 7201 65050
340 7247 96880
340 7488 70890
340 7801 89550
340 8091 68470
340 8879 71290
341 342 82370
341 635 77370
341 643 86630
341 708 57450
341 1024 46350
341 1514 29260
341 1802 95370
341 1989 37560
341 2045 30090
341 2413 10640
341 2481 81920
341 2967 19810
341 4038 49080
341 4466 58900
341 5497 77760
341 6844 96530
341 7527 51810
341 7766 23770
341 8695 68970
342 343 3500
342 393 11290
342 1768 58980
342 3263 18950
342 3835 45790
342 4967 56340
342 6406 31090
342 7690 66500
342 8605 16320
342 8940 1030
342 9709 77750
343 344 36300
343 523 77270
343 616 58770
343 659 83990
343 1198 75870
343 2338 23170
343 2598 82540
343 2639 33440
343 3892 78730
343 3979 8130
343 4342 99660
343 4696 38010
343 5170 40530
343 5939 40870
343 6488 36920
343 6921 18730
343 7152 70500
343 7193 23180
343 8453 1060
343 8627 59600
343 8938 7890
343 9398 10270
343 9795 67290
344 345 95020
344 452 99470
344 1519 73220
344 1654 57340
344 1734 18920
344 2200 12460
344 2238 26330
344 2401 29990
344 2490 76760
344 3047 97600
344 6420 35100
344 6507 32710
344 7343 64390
344 7512 76920
344 7691 11270
344 7706 73160
344 9127 79350
344 9477 52440
344 9665 99890
345 346 68870
345 708 86750
345 1009 45910
345 1101 1320
345 2200 93270
345 2226 41690
345 2537 65310
345 2635 96250
345 3183 60710
345 4205 5500
345 4773 5230
345 5643 96610
345 5732 96290
345 5871 40110
345 5883 40060
345 6432 96070
345 6711 51590
345 7037 38160
345 7407 85540
345 7473 98060
345 8109 40550
345 8248 35750
345 8579 7690
345 8983 79400
345 9655 21480
345 9668 62480
345 9794 25710
345 9811 64610
346 347 49920
346 565 71890
346 891 6980
346 903 93090
346 1801 4000
346 2005 55070
346 2306 33560
346 3840 89000
346 4767 3360
346 6197 85970
346 6911 41330
346 7611 49470
346 7918 68620
347 348 1420
347 789 7060
347 857 6170
347 1375 95580
347 2059 39710
347 2310 44560
347 2540 41950
347 2815 98220
347 2854 13740
347 3005 23620
347 5603 52670
347 5936 23870
347 6740 56580
347 7697 1580
347 7908 10360
347 8130 45850
347 8225 37100
347 8320 62200
347 8381 13150
347 9274 12110
347 9322 20400
347 9713 11500
348 349 12050
348 489 86860
348 1161 59190
348 1294 96620
348 1860 71150
348 1884 45610
348 2117 49890
348 2324 61270
348 2840 56080
348 3166 28870
348 3360 79230
348 3816 89770
348 4026 8000
348 4401 56990
348 4519 55520
348 5183 88320
348 5408 87590
348 5678 75040
348 5788 94300
348 7001 23650
348 8705 58160
348 8818 22440
348 9015 19310
348 9123 24400
348 9306 27430
348 9702 83040
349 350 21830
349 391 24420
349 752 68320
349 1193 65850
349 1214 35630
349 1531 27550
349 1659 74050
349 2202 50030
349 2588 27260
349 2601 77190
349 3089 56350
349 3438 67060
349 4960 66920
349 5368 92520
349 5798 21740
349 6016 80960
349 6103 43080
349 6377 3000
349 6385 11450
349 6423 90760
349 6558 57090
349 6614 64480
349 6986 68390
349 7136 83160
349 7842 85860
349 8211 49150
349 9519 61570
350 351 84330
350 791 72140
350 1080 44980
350 1488 85360
350 1665 41800
350 2510 61800
350 3166 13950
350 3307 18330
350 3474 54300
350 3549 60690
350 5389 83420
350 6515 5180
350 6654 81690
350 6830 34870
350 7062 24660
350 8280 87440
350 9165 23460
351 352 79550
351 496 18260
351 2255 37040
351 2431 63140
351 2953 3280
351 3519 43260
351 3572 30640
351 4229 93740
351 5032 3470
351 5162 43790
351 5173 59230
351 5711 48580
351 6388 47610
351 7489 29500
351 7717 32000
351 8192 94740
351 8205 22260
351 8444 80760
351 8718 80900
351 9415 18100
351 9921 54310
352 353 64610
352 691 53180
352 705 40320
352 981 20510
352 1288 58230
352 1967 66430
352 2158 19090
352 2272 64760
352 2420 15980
352 2698 4920
352 3902 78540
352 5054 51840
352 5112 70780
352 5207 52740
352 6053 9810
352 6289 59700
352 6323 38340
352 6408 63160
352 6472 80560
352 6486 45770
352 6799 14600
352 7101 62620
352 7209 32170
352 7444 23810
352 7569 10040
352 8097 93750
352 8176 69040
352 8721 59820
352 9136 52260
352 9365 20720
353 354 12650
353 591 77390
353 995 62080
353 1153 86450
353 1583 34820
353 1759 82530
353 1971 62250
353 2025 7180
353 2287 8590
353 2371 9580
353 3281 88430
353 5755 8630
353 5941 48040
353 6210 20640
353 7495 48550
353 7754 90060
353 7784 26700
353 8088 53370
353 8588 1230
353 8624 56330
353 9198 61690
353 9562 73550
354 355 63690
354 434 22910
354 892 6910
354 1135 58150
354 1301 3730
354 1861 92700
354 2047 69900
354 2292 35530
354 2403 60080
354 2436 49310
354 3688 98400
354 3907 13630
354 4134 96590
354 4903 7730
354 5364 69010
354 5461 82460
354 5727 55730
354 6105 40190
354 6925 86320
354 7291 86910
354 8190 16680
354 9215 71750
354 9666 73980
355 356 59580
355 742 98470
355 1852 17120
355 2622 47430
355 2705 57990
355 3279 6080
355 4607 62270
355 6322 13280
355 6955 11160
355 7527 88100
355 8072 15970
355 8936 360
355 8945 9660
355 9054 63380
355 9559 99490
355 9829 19970
356 357 42470
356 544 95030
356 658 95020
356 1229 1590
356 1760 98360
356 2116 19110
356 2444 49660
356 2684 98150
356 3409 45600
356 3793 96960
356 3874 18830
356 5213 59490
356 6143 62450
356 6200 74060
356 6364 12240
356 6624 63830
356 6716 91000
356 6767 40420
356 7734 25350
356 8342 36460
356 9122 19810
356 9501 73020
356 9778 34130
357 358 84860
357 1410 49680
357 1946 16020
357 2775 92760
357 3208 3900
357 3212 18340
357 3738 99810
357 4114 14450
357 4192 68020
357 4916 41110
357 5028 15570
357 5605 68370
357 6012 88500
357 6573 98550
357 7882 13690
357 8165 39890
357 8299 26660
357 8589 15700
357 8760 8420
357 9564 67320
357 9699 46370
358 359 50030
358 406 11620
358 1382 98780
358 1716 65310
358 1918 8670
358 2121 28250
358 2219 43000
358 3039 48310
358 3584 60590
358 4643 56000
358 4731 57640
358 5174 14840
358 5519 39470
358 6957 21150
358 7006 77940
358 7012 69050
358 7050 92170
358 8073 1500
358 8552 86080
358 8668 14610
358 9224 54440
358 9886 42300
358 9908 62500
359 360 49300
359 524 9580
359 601 2770
359 773 33390
359 940 42030
359 1237 8740
359 1990 3340
359 2435 90400
359 2699 96750
359 3281 55240
359 3376 36410
359 4066 8430
359 6223 10830
359 6686 56960
359 7185 92590
359 7364 86210
359 7502 33780
359 7743 47650
359 9444 69020
359 9991 86900
360 361 21830
360 487 97900
360 1089 33500
360 1128 75160
360 1694 79440
360 1726 28190
360 1798 16240
360 1802 78690
360 1820 43900
360 2717 42200
360 2966 49680
360 2998 60710
360 3566 65540
360 4520 46910
360 4865 3080
360 4884 31440
360 5043 12160
360 5307 71020
360 5870 52090
360 6185 67640
360 6445 95310
360 6644 92380
360 6815 46780
360 7368 55850
360 7602 77210
360 8486 92170
360 9697 76080
361 362 57830
361 393 58880
361 588 63220
361 939 30240
361 1080 22620
361 1104 14380
361 1717 45490
361 1895 2180
361 2128 31670
361 3020 56300
361 3228 69250
361 3512 77850
361 3817 57470
361 4524 60170
361 4664 46630
361 4847 87260
361 6489 87980
361 6573 12690
361 6636 33620
361 6712 13100
361 6770 10640
361 6920 2180
361 7029 11630
361 7121 8290
361 8587 56970
361 8879 85900
361 9151 1210
361 9542 53910
361 9608 44720
362 363 39070
362 481 42920
362 1077 7800
362 1464 7300
362 2018 87350
362 2632 13650
362 2743 66070
362 4741 6670
362 5475 23300
362 5774 20550
362 5868 98660
362 5898 70410
362 5946 6260
362 6021 45330
362 6750 99450
362 7029 54110
362 8183 38560
362 8190 1670
362 8860 10810
362 9186 41480
362 9670 14540
363 364 66150
363 502 480
363 1090 73000
363 1155 71080
363 1309 95250
363 1520 9590
363 1536 33240
363 1613 31610
363 1713 28910
363 1782 96550
363 1902 11800
363 1934 98590
363 2051 95060
363 2422 54050
363 3174 37230
363 3412 9700
363 3919 14810
363 4370 4120
363 4641 41620
363 4806 59500
363 5277 79010
363 5363 42090
363 5622 40450
363 6142 88640
363 6307 86710
363 6704 51680
363 7255 63270
363 8440 64400
363 9034 28880
363 9052 65590
363 9111 85520
363 9259 7390
363 9508 69810
364 365 12960
364 446 30200
364 773 48020
364 774 83030
364 836 72930
364 1391 96140
364 1546 86440
364 1985 17400
364 2263 75480
364 2376 70340
364 2473 88800
364 2758 46760
364 3048 85380
364 4451 900
364 4489 78950
364 4974 2020
364 5627 13680
364 6667 53190
364 6810 7220
364 8027 22830
364 8208 10520
364 8238 63440
364 8374 6620
364 8384 3120
364 8905 73740
364 8968 24380
364 9443 51110
365 366 12760
365 1311 7650
365 1429 41880
365 1464 56200
365 1512 61900
365 1630 44180
365 2138 88140
365 2757 30740
365 3077 20610
365 3934 69050
365 4139 81450
365 4648 22250
365 5522 90940
365 5765 14440
365 6324 29680
365 6496 71690
365 6524 66990
365 7227 40190
365 7337 98120
365 7393 14990
365 8134 55210
365 8900 12560
365 8913 37980
365 9335 90170
366 367 56970
366 1422 63970
366 1433 27500
366 1821 3160
366 1924 17160
366 2433 86940
366 2742 75610
366 2842 48620
366 3304 23980
366 4467 99620
366 5779 98350
366 7418 67180
366 8459 20600
366 8723 66050
367 368 81000
367 768 45480
367 863 15170
367 1001 86180
367 1038 41400
367 1119 43410
367 1733 46840
367 3507 6200
367 4262 31140
367 4633 66110
367 4958 35440
367 5025 79720
367 5458 83910
367 6587 80710
367 6713 30110
367 8305 17810
367 8903 57180
367 9002 38750
367 9902 36040
367 9939 83210
368 369 50930
368 622 4270
368 1139 40390
368 1147 14080
368 1691 32790
368 1960 36380
368 2248 9970
368 3708 9550
368 5334 42220
368 6058 46830
368 7470 58540
368 7494 59250
368 7804 34080
368 8191 1820
368 8682 83810
368 9621 64690
369 370 77680
369 585 41220
369 750 20560
369 2184 44230
369 2250 31720
369 3255 15860
369 4169 59750
369 4252 50530
369 5165 1340
369 5294 32680
369 5963 66330
369 6008 54260
369 6275 39780
369 7510 82460
369 7846 87600
369 8669 21710
369 8880 40930
369 9724 4560
370 371 36580
370 497 16120
370 777 37940
370 2331 99970
370 6256 75030
370 6430 390
370 6553 91350
370 6610 20040
370 6761 81030
370 6796 80640
370 8124 17750
370 8795 7370
370 8964 49170
370 9066 13720
370 9398 54190
370 9995 2280
371 372 18310
371 624 97580
371 1085 72180
371 1275 32450
371 1658 63530
371 1921 16400
371 1995 36300
371 3239 42400
371 3475 55620
371 3611 93790
371 4422 80040
371 5405 32350
371 5491 3490
371 6630 18980
371 6971 37090
371 7475 64260
371 8283 48050
371 8916 68630
371 9210 47020
372 373 82870
372 464 17090
372 793 11310
372 1038 78870
372 1052 66670
372 1104 6080
372 1116 79320
372 1505 65130
372 1757 84620
372 1806 13730
372 1934 1730
372 2248 14680
372 2750 18390
372 2856 26210
372 3149 71620
372 3782 70260
372 4473 4560
372 4756 32110
372 4758 13920
372 5196 82170
372 5247 72110
372 5339 74860
372 6542 99130
372 6860 59140
372 7317 17680
372 7656 38120
372 8545 94260
372 8669 48940
372 8687 6010
372 8691 69140
372 8821 25340
372 8882 24790
372 9075 91430
372 9283 650
372 9465 13730
373 374 15740
373 453 24760
373 650 33770
373 930 72480
373 1219 76280
373 1806 35810
373 1952 89730
373 2257 33950
373 2315 83620
373 2759 7530
373 3478 54210
373 4073 87620
373 4171 16190
373 4179 51920
373 4733 91480
373 4757 92810
373 5260 16310
373 5324 67490
373 6117 2160
373 6266 18730
373 6378 69770
373 6551 26090
373 6949 56290
373 7519 20480
373 8821 93990
374 375 99960
374 457 5940
374 617 27130
374 637 81420
374 705 99450
374 841 33080
374 1105 3580
374 1649 45070
374 2096 98700
374 2287 81110
374 2362 5600
374 2679 72780
374 3303 78630
374 3337 6620
374 3963 23990
374 4687 75890
374 5298 25130
374 6010 65590
374 6736 17730
374 6969 93480
374 8903 90790
374 9686 33900
375 376 21220
375 600 34830
375 1073 71980
375 1191 8240
375 1282 85210
375 1398 62230
375 1649 15510
375 1787 30220
375 2238 84750
375 2367 17490
375 2681 83200
375 3903 9560
375 4811 8980
375 5042 65990
375 5916 4110
375 6503 23390
375 6806 23960
375 7799 27440
375 8515 24320
376 377 40920
376 896 19360
376 1170 34470
376 1580 16320
376 1937 62210
376 2296 68210
376 3294 78990
376 3348 60850
376 3379 24870
376 3948 84890
376 4200 19800
376 4487 95570
376 4693 3220
376 6383 7440
376 8340 23550
376 9369 87450
376 9492 58710
376 9552 33410
376 9648 16870
377 378 7250
377 429 63810
377 663 89060
377 1108 29310
377 1306 67140
377 1397 1790
377 2174 92980
377 2308 35740
377 2348 71610
377 3245 19590
377 4030 10270
377 6419 19360
377 6488 7210
377 6806 79500
377 7004 53350
377 7996 56140
377 8239 26920
377 8256 8450
377 8676 60540
377 9943 46480
378 379 14710
378 404 10860
378 415 14600
378 686 89700
378 1289 18310
378 1806 47120
378 2000 6430
378 2281 55460
378 2397 38040
378 3718 16730
378 3865 41370
378 4100 75170
378 4730 6550
378 5666 63730
378 7283 24860
378 7802 15010
378 8439 1630
378 9436 66780
378 9681 62560
379 380 72700
379 661 75160
379 759 1360
379 1813 84470
379 1853 64710
379 2038 2800
379 2545 99520
379 2724 60730
379 2766 12920
379 3067 39180
379 3292 71690
379 4367 85890
379 4902 73740
379 5326 23410
379 5823 91450
379 5849 27210
379 6091 2590
379 6302 7990
379 6707 17590
379 6894 78420
379 8806 6130
379 9620 28800
380 381 31110
380 980 86210
380 1107 91700
380 1131 96090
380 1275 53110
380 1308 67030
380 1621 11340
380 1737 88140
380 2181 15340
380 2926 46920
380 4164 75110
380 4360 78980
380 4479 17300
380 5142 37540
380 5260 66260
380 5787 27380
380 6495 48850
380 6948 81630
380 7414 30720
380 7724 45270
380 7811 33230
380 7849 97280
380 8636 8500
380 8718 94920
380 9079 99500
380 9099 22810
380 9205 73330
380 9784 27250
381 382 87220
381 862 86270
381 1132 96660
381 2309 19500
381 2333 27050
381 2768 89270
381 4702 74590
381 7118 11870
381 7484 88270
381 7677 92410
381 8767 83450
381 9240 60970
381 9412 51130
381 9560 28560
382 383 79820
382 432 78780
382 937 1710
382 1117 62210
382 1141 49990
382 1516 30740
382 1866 160
382 2489 48620
382 2752 78340
382 2845 56850
382 4180 10500
382 4811 8440
382 5084 92300
382 6339 64590
382 6987 76440
382 7298 43290
382 7616 87660
382 8961 83850
382 9553 66380
383 384 86780
383 712 4480
383 1097 47620
383 1493 92340
383 1520 93770
383 1998 22010
383 2209 24550
383 2278 1870
383 2351 27450
383 2763 27660
383 3007 28090
383 3834 42470
383 4483 38110
383 4680 9490
383 4827 54890
383 4889 73060
383 5031 19430
383 5218 55880
383 5306 57900
383 5367 26770
383 5606 67740
383 6476 76910
383 6781 32210
383 7694 30460
383 7770 6070
383 7979 6880
383 8618 60020
383 9201 45520
384 385 69660
384 1096 21260
384 1272 14630
384 1737 36670
384 2325 7600
384 2404 160
384 2533 91120
384 3282 1490
384 3396 88490
384 3551 29990
384 3606 10410
384 3617 99540
384 4068 27590
384 4598 60480
384 4635 44630
384 4724 28230
384 7204 74570
384 7372 56520
384 7637 37200
384 7656 87150
384 7887 86100
384 7917 91770
384 8098 76200
384 8110 21150
384 8714 18780
384 9157 31880
384 9223 13480
384 9532 42600
385 386 89960
385 1020 19560
385 1193 26100
385 1446 10150
385 1530 80780
385 1772 15420
385 1782 16270
385 2634 12500
385 3098 20780
385 3461 24230
385 3735 15350
385 4053 84970
385 4193 41360
385 4369 95750
385 5074 87540
385 5409 30960
385 6662 93680
385 7331 17630
385 7592 15580
385 7849 1010
385 8558 64280
386 387 96170
386 509 22380
386 858 14130
386 1122 81990
386 1207 79550
386 1233 61790
386 1539 13630
386 1696 63790
386 1741 29060
386 1845 79470
386 2927 97870
386 3175 89330
386 3990 87330
386 4043 95470
386 4093 89640
386 5201 8990
386 5694 23270
386 5778 72760
386 7226 75100
386 7339 89840
386 7381 79830
386 7538 8030
386 8454 24170
386 9026 23940
386 9324 45880
386 9448 27160
386 9494 20480
386 9575 90610
386 9675 1590
387 388 77340
387 847 64960
387 935 36290
387 1271 58210
387 3065 56130
387 3195 96450
387 3280 14970
387 4633 8560
387 5332 87490
387 5454 79220
387 5886 85820
387 6592 12580
387 6629 98270
387 7079 11070
387 7349 21240
387 7421 25730
387 7717 55840
387 8100 25650
387 8293 20320
387 8715 56230
387 8717 46320
387 8793 90120
387 8859 61710
387 8911 5630
387 9519 64760
388 389 50830
388 435 5600
388 786 31130
388 1076 22690
388 1388 29130
388 1495 52900
388 1578 37420
388 1683 53980
388 1724 15040
388 1747 19800
388 2054 67350
388 2388 3910
388 2814 80980
388 2915 23310
388 3037 18080
388 3760 18550
388 5940 21830
388 8494 14640
388 8562 60600
388 8863 82470
389 390 61360
389 833 11400
389 859 44510
389 1412 28160
389 1432 39230
389 1540 270
389 1832 78220
389 2345 20620
389 2409 11950
389 2517 5680
389 2696 73640
389 3087 49490
389 3767 97030
389 3919 15250
389 4674 14390
389 4708 89780
389 5100 39660
389 5245 24550
389 5392 93720
389 5726 78520
389 6455 10260
389 6742 27700
389 7075 40860
389 7093 89420
389 7110 87610
389 8913 9730
389 9055 17140
389 9322 67050
390 391 69500
390 1534 44890
390 1573 50550
390 1791 68090
390 4832 79050
390 5045 58830
390 5741 15170
390 5801 5030
390 7207 39450
390 7494 28380
390 8118 2460
390 8325 51770
390 8354 33760
390 9227 53310
390 9362 45840
391 392 23110
391 1365 97790
391 1480 24660
391 1913 72190
391 2025 23630
391 2373 81880
391 2567 14730
391 2683 78230
391 3013 45030
391 3249 18770
391 3991 79280
391 4017 41660
391 4140 9130
391 4277 5660
391 6063 27790
391 6224 36380
391 8211 16130
391 8384 31770
391 9013 37430
391 9744 66170
391 9822 29430
392 393 14580
392 708 12170
392 945 37030
392 1303 21550
392 1383 8610
392 1395 24440
392 1426 87230
392 2041 40130
392 3039 76490
392 3347 78310
392 3928 38120
392 4257 89870
392 4438 63730
392 4670 66820
392 4704 49970
392 5119 37960
392 5273 89540
392 5348 34500
392 6695 62200
392 7083 57810
392 7808 20000
392 9243 81210
392 9271 45940
392 9822 11440
392 9831 20530
392 9833 38170
393 394 3570
393 932 25390
393 1431 90480
393 1491 18670
393 1867 79420
393 2887 37700
393 3222 9930
393 3697 14990
393 3737 47050
393 4119 24460
393 4350 4480
393 6034 47630
393 6101 48240
393 6192 58100
393 6207 87560
393 6835 24440
393 6929 13760
393 6969 26910
393 7529 7660
393 7710 76440
393 8624 39790
393 9022 21250
393 9957 23510
394 395 10780
394 567 51050
394 874 69310
394 950 68550
394 1037 53030
394 1194 92260
394 1504 41100
394 1620 67650
394 2054 22440
394 2596 52580
394 3891 8470
394 4211 47120
394 4823 61610
394 7723 31910
394 7734 76090
394 9581 99110
395 396 45600
395 416 27340
395 493 22180
395 1651 72190
395 2582 83700
395 3726 32770
395 4098 38220
395 4459 90910
395 4593 90140
395 4835 3870
395 4885 98280
395 4903 61560
395 5102 95580
395 5165 90370
395 6052 53040
395 7149 50630
395 7397 89050
395 8009 37480
395 8037 58670
395 8609 40990
395 8613 710
395 8680 98540
395 9224 45350
395 9471 99600
395 9614 84300
395 9674 48890
396 397 39710
396 731 50450
396 734 63440
396 1795 18340
396 2035 89700
396 2236 16480
396 3005 90630
396 3404 74710
396 4061 68840
396 4166 66840
396 4685 81440
396 5487 82220
396 5809 81970
396 6025 22310
396 6594 10900
396 7046 1420
396 7490 30710
396 7885 97450
396 8211 83090
396 8510 70520
396 8789 39400
396 8970 61030
396 8974 92480
396 9145 7550
396 9614 97360
397 398 87940
397 545 14360
397 601 61690
397 1737 45420
397 2126 68980
397 6636 68390
397 7294 6970
397 7679 18630
